121901055,EE2030,92
121901054,EE2030,96
121901053,EE2030,84
121901052,EE2030,30
121901050,EE2030,53
121901049,EE2030,0
121901048,EE2030,43
121901046,EE2030,90
121901045,EE2030,4
121901044,EE2030,86
121901042,EE2030,81
121901041,EE2030,66
121901039,EE2030,77
121901038,EE2030,68
121901037,EE2030,35
121901036,EE2030,49
121901035,EE2030,77
121901032,EE2030,91
121901030,EE2030,99
121901029,EE2030,100
121901027,EE2030,30
121901025,EE2030,66
121901024,EE2030,63
121901021,EE2030,5
121901018,EE2030,81
121901017,EE2030,60
121901015,EE2030,91
121901012,EE2030,73
121901010,EE2030,93
121901008,EE2030,54
121901006,EE2030,79
121901005,EE2030,59
121901003,EE2030,64
121901002,EE2030,4
121801055,EE2030,54
121801054,EE2030,52
121801053,EE2030,85
121801052,EE2030,6
121801050,EE2030,83
121801049,EE2030,15
121801048,EE2030,67
121801045,EE2030,4
121801043,EE2030,89
121801042,EE2030,94
121801041,EE2030,36
121801040,EE2030,82
121801039,EE2030,90
121801038,EE2030,47
121801037,EE2030,85
121801034,EE2030,30
121801032,EE2030,63
121801031,EE2030,41
121801029,EE2030,57
121801028,EE2030,81
121801027,EE2030,56
121801025,EE2030,80
121801024,EE2030,82
121801023,EE2030,75
121801022,EE2030,34
121801020,EE2030,55
121801019,EE2030,25
121801018,EE2030,81
121801017,EE2030,6
121801016,EE2030,95
121801015,EE2030,91
121801013,EE2030,99
121801012,EE2030,32
121801011,EE2030,78
121801010,EE2030,55
121801009,EE2030,100
121801008,EE2030,80
121801007,EE2030,82
121801006,EE2030,25
121801004,EE2030,59
121801003,EE2030,44
121801001,EE2030,93
121701052,EE2030,37
121701050,EE2030,96
121701049,EE2030,82
121701048,EE2030,75
121701047,EE2030,86
121701046,EE2030,51
121701045,EE2030,91
121701042,EE2030,100
121701039,EE2030,76
121701038,EE2030,41
121701037,EE2030,17
121701036,EE2030,77
121701035,EE2030,55
121701034,EE2030,40
121701033,EE2030,24
121701032,EE2030,84
121701031,EE2030,40
121701030,EE2030,3
121701029,EE2030,38
121701027,EE2030,49
121701026,EE2030,98
121701025,EE2030,92
121701024,EE2030,72
121701023,EE2030,74
121701021,EE2030,74
121701020,EE2030,87
121701018,EE2030,91
121701017,EE2030,91
121701016,EE2030,36
121701013,EE2030,94
121701012,EE2030,92
121701010,EE2030,7
121701009,EE2030,71
121701008,EE2030,11
121701007,EE2030,30
121701005,EE2030,96
121701003,EE2030,89
121701002,EE2030,75
121701001,EE2030,79
