111901055,CS2030,88
111901054,CS2030,32
111901053,CS2030,98
111901051,CS2030,94
111901047,CS2030,94
111901046,CS2030,83
111901044,CS2030,55
111901040,CS2030,22
111901038,CS2030,36
111901037,CS2030,27
111901036,CS2030,88
111901034,CS2030,34
111901032,CS2030,50
111901031,CS2030,99
111901030,CS2030,18
111901029,CS2030,100
111901028,CS2030,18
111901027,CS2030,82
111901026,CS2030,90
111901024,CS2030,36
111901023,CS2030,99
111901022,CS2030,0
111901021,CS2030,91
111901018,CS2030,54
111901016,CS2030,80
111901015,CS2030,94
111901014,CS2030,86
111901013,CS2030,78
111901011,CS2030,49
111901010,CS2030,14
111901009,CS2030,95
111901008,CS2030,26
111901007,CS2030,78
111901005,CS2030,84
111901004,CS2030,86
111901003,CS2030,75
111901001,CS2030,31
111801055,CS2030,47
111801053,CS2030,69
111801052,CS2030,81
111801051,CS2030,19
111801050,CS2030,80
111801049,CS2030,73
111801045,CS2030,68
111801042,CS2030,77
111801041,CS2030,7
111801040,CS2030,83
111801037,CS2030,43
111801036,CS2030,93
111801034,CS2030,71
111801033,CS2030,25
111801032,CS2030,59
111801031,CS2030,98
111801028,CS2030,85
111801027,CS2030,99
111801023,CS2030,62
111801022,CS2030,96
111801021,CS2030,80
111801019,CS2030,47
111801018,CS2030,46
111801016,CS2030,89
111801015,CS2030,80
111801013,CS2030,94
111801012,CS2030,99
111801010,CS2030,52
111801009,CS2030,81
111801004,CS2030,59
111801003,CS2030,89
111801002,CS2030,85
111701053,CS2030,79
111701052,CS2030,94
111701050,CS2030,71
111701049,CS2030,12
111701048,CS2030,47
111701046,CS2030,54
111701045,CS2030,30
111701043,CS2030,0
111701042,CS2030,32
111701040,CS2030,99
111701039,CS2030,90
111701037,CS2030,4
111701036,CS2030,55
111701035,CS2030,77
111701034,CS2030,53
111701033,CS2030,84
111701032,CS2030,59
111701028,CS2030,90
111701027,CS2030,62
111701026,CS2030,51
111701023,CS2030,82
111701018,CS2030,78
111701016,CS2030,47
111701015,CS2030,31
111701013,CS2030,99
111701012,CS2030,68
111701011,CS2030,55
111701010,CS2030,47
111701009,CS2030,55
111701008,CS2030,69
111701007,CS2030,81
111701005,CS2030,70
111701001,CS2030,98
