101801031,CE4510,90
101801031,CE2030,36
101801031,CE3110,77
101801011,CE3030,97
101801011,CE5510,43
101901032,CE3110,29
101901032,CE3110,96
101901032,CE2150,69
101901013,CE3010,24
101901013,CE4110,97
101901013,CE2030,38
101901013,CE2030,90
101901021,CE3010,65
101901021,CE4170,13
101901021,CE4170,39
101901027,CE3030,56
101901027,CE2030,10
101901027,CE2030,54
101901027,CE3010,13
101801048,CE2050,42
101801048,CE4510,27
101801048,CE4512,82
101801048,CE3090,18
101901016,CE2150,94
101901016,CE3090,58
101901016,CE2050,10
101801051,CE3090,98
101801051,CE3110,91
101801051,CE4512,83
101801052,CE3010,90
101801052,CE4110,1
101801055,CE4170,24
101901027,CE4512,47
101901050,CE4110,93
101701052,CE4110,50
101701052,CE4510,59
101701052,CE2050,60
