111801048,CS3010,15
111801048,CS3030,25
111801048,CS5104,32
111701014,CS3110,18
111701014,CS4010,22
111701014,CS5001,27
111701028,CS2030,35
111701028,CS2030,39
111701028,CS3110,100
111701028,CS4110,18
111901027,CS3010,35
111901027,CS3030,60
111901027,CS3010,64
111901002,CS3010,28
111901002,CS4150,25
131701055,ME3010,65
131701055,ME3601,21
131701055,ME3070,17
131701055,ME4170,11
131701031,ME3070,62
131701031,ME3010,96
121901045,EE3170,6
121901045,EE4110,29
121901045,EE2140,32
121901045,EE3150,55
111701022,CS2130,56
111701022,CS3110,26
121801040,EE2030,82
121801040,EE4150,12
121801051,EE2010,99
131701018,ME3010,71
131701018,ME3030,59
131701018,ME3505,91
131701018,ME3506,46
111701001,CS3010,6
111701001,CS2130,35
111701001,CS5004,50
131701002,ME3070,1
131701002,ME3030,21
121701012,EE2140,2
121701012,EE2030,87
121701012,EE3050,32
101901009,CE4110,46
101901009,CE3030,15
131901019,ME4010,99
101801055,CE2150,49
101801055,CE2050,52
121801036,EE3150,96
121801036,EE3050,39
121801036,EE4150,42
121801008,EE4150,6
121801008,EE2070,37
121801008,EE2010,64
121801008,EE3010,6
121801011,EE2030,78
121801011,EE4110,94
121801011,EE2140,64
131901043,ME4010,40
131901043,ME3030,6
131901043,ME3030,1
131901043,ME4110,72
121801008,EE3150,60
121801008,EE4150,34
121801008,EE4150,6
121801008,EE2010,24
101801015,CE5510,64
121701035,EE4502,27
121701035,EE3150,34
121701035,EE2030,55
101801025,CE2150,70
101801025,CE2010,38
101801025,CE3050,61
101801025,CE4170,95
101701016,CE3110,52
111901024,CS2030,31
111901024,CS3110,49
111901024,CS4110,81
111901024,CS2010,24
111801053,CS4010,40
111801053,CS2030,69
111801053,CS3110,25
121801009,EE4170,3
121801009,EE2010,45
121801009,EE4502,4
101701052,CE2010,89
101701052,CE4170,59
131801027,ME3601,50
121801016,EE2140,34
121801016,EE2170,7
101701012,CE2050,55
101701012,CE3010,59
101701012,CE4170,83
111701017,CS2130,87
111901017,CS3050,54
111901017,CS5005,25
111901017,CS3110,9
111801033,CS2030,25
111801033,CS3030,86
111801033,CS5104,36
131901019,ME2010,24
131901019,ME4110,100
101801044,CE2150,48
101801044,CE2150,89
101801013,CE3090,64
111801036,CS2010,27
111801036,CS5104,95
101801025,CE2030,90
101801025,CE4512,84
101801025,CE3090,68
121901029,EE2140,89
121901029,EE2170,57
111901037,CS3110,29
111901037,CS3030,66
131701037,ME2010,22
101901045,CE4110,61
101901045,CE3110,10
111701011,CS5104,74
131701026,ME3010,84
111701031,CS4110,31
111701031,CS4110,56
111701031,CS5004,55
111701031,CS5104,69
131701049,ME2010,98
131701049,ME4170,81
131701049,ME4110,35
131701007,ME4010,71
131701007,ME3601,88
131701007,ME3506,100
