131701055,ME3010,65
131701055,ME3601,21
131701055,ME3070,17
131701055,ME4170,11
131701031,ME3070,62
131701031,ME3010,96
131701018,ME3010,71
131701018,ME3030,59
131701018,ME3505,91
131701018,ME3506,46
131701002,ME3070,1
131701002,ME3030,21
131901019,ME4010,99
131901043,ME4010,40
131901043,ME3030,6
131901043,ME3030,1
131901043,ME4110,72
131801027,ME3601,50
131901019,ME2010,24
131901019,ME4110,100
131701037,ME2010,22
131701026,ME3010,84
131701049,ME2010,98
131701049,ME4170,81
131701049,ME4110,35
131701007,ME4010,71
131701007,ME3601,88
131701007,ME3506,100
131801028,ME3090,94
131801028,ME3070,23
131801028,ME2010,14
131801028,ME3505,68
131801053,ME4170,21
131801053,ME3070,54
131801053,ME3505,16
131801053,ME3050,2
131801012,ME3601,30
131801012,ME3050,98
131801012,ME2030,78
131801016,ME2010,90
131801016,ME4110,76
131701034,ME2030,52
131701034,ME3090,44
131701034,ME3010,54
131701034,ME2010,38
131801019,ME4110,4
131801019,ME4502,88
131801019,ME2010,95
131801019,ME3506,29
131901041,ME4110,73
131901041,ME4170,60
131801042,ME4502,45
131801042,ME4010,17
131801042,ME3506,37
131801042,ME2010,77
131801044,ME3090,59
131701016,ME3506,93
131701026,ME3030,73
131701026,ME3601,14
131801018,ME2030,31
131801018,ME3601,99
131801018,ME2030,51
131701038,ME3050,80
131801035,ME3506,36
131801035,ME3601,58
131801035,ME3030,64
131801034,ME4110,0
131901049,ME4170,49
131801025,ME3050,52
131801024,ME3090,57
131801024,ME3010,79
131801024,ME2030,25
131701011,ME4170,75
131801015,ME2010,10
131801015,ME2030,41
131701012,ME3050,6
131701012,ME3506,71
131701012,ME3010,97
131801002,ME4502,66
131801002,ME3601,48
131801002,ME3601,93
131801002,ME2010,100
131701046,ME4010,87
131701046,ME2030,23
131801022,ME3506,0
131901047,ME4502,34
131901047,ME3090,89
131901047,ME4170,76
131801016,ME4170,56
131801016,ME3090,38
131801016,ME3090,62
131801016,ME4502,7
131901038,ME3601,85
131901038,ME2030,94
131901038,ME2010,94
131701046,ME3505,21
131701009,ME3601,94
131701009,ME3506,82
131801018,ME4502,28
131901045,ME3505,22
131901045,ME3070,98
131901045,ME3601,7
131901045,ME4170,55
131801033,ME3010,14
131701009,ME3070,63
131701009,ME2010,45
131701009,ME3505,26
131901054,ME3090,45
131901054,ME3070,18
131801015,ME3505,51
131801015,ME3050,9
131801015,ME4110,14
131801015,ME2010,0
131701046,ME4010,42
131701046,ME4110,10
131701046,ME3070,89
131701046,ME4010,80
131701038,ME3601,47
131801052,ME3050,84
131801052,ME3090,10
131801052,ME4010,57
131801052,ME2030,80
131901054,ME3030,6
131901054,ME3090,5
131901054,ME3506,89
131801040,ME3505,43
131801040,ME4170,12
131801040,ME4110,23
131901011,ME4170,24
131901011,ME3601,21
131901027,ME3505,31
131901027,ME4010,91
131901027,ME4502,24
131801035,ME2030,79
131901030,ME3030,60
131801033,ME3601,1
131801033,ME2030,72
131701054,ME2010,93
131901029,ME4110,59
131901029,ME2030,32
131901029,ME4502,53
131801007,ME4502,78
131901019,ME4110,23
131901019,ME3030,20
131901019,ME3601,21
131901019,ME3050,47
131801054,ME4170,44
131801054,ME4010,72
131901050,ME3070,47
131901050,ME4170,0
131701039,ME3601,73
131701039,ME3010,61
131801004,ME3050,1
131801004,ME3506,11
131801004,ME4010,87
131801004,ME4110,29
131801044,ME2030,66
131801044,ME3070,97
131901016,ME3070,98
131901016,ME4110,60
131901016,ME3010,49
131901016,ME3506,82
131701036,ME4010,100
