121801025,EE4150,29
121901055,EE3170,71
121901055,EE3170,30
121901055,EE4502,68
121901055,EE2050,7
121801015,EE2170,96
121801015,EE4110,80
121801015,EE4110,7
121901028,EE2030,76
121901028,EE2140,13
121901028,EE3170,27
121901052,EE4150,49
121901052,EE2030,72
121901052,EE2070,91
121901004,EE4110,50
121901004,EE2010,40
121901004,EE4110,49
121901004,EE4170,11
121801045,EE2070,80
121801045,EE3010,20
121801045,EE4150,23
121801055,EE4150,44
121801055,EE3170,75
121801021,EE2070,25
121801021,EE4502,75
121801021,EE2010,56
121801021,EE3170,90
121901001,EE3150,91
121901001,EE3170,53
121901001,EE2140,12
121901001,EE3050,56
121901048,EE2070,57
121901048,EE2170,49
121701003,EE2170,34
121701003,EE2050,93
121701015,EE2010,38
121801005,EE2140,20
121801005,EE3150,36
121801005,EE4502,49
121801005,EE3170,11
121801024,EE3150,69
121801024,EE3170,91
121801024,EE2010,7
121801024,EE4110,96
121901018,EE4502,89
121901018,EE2070,88
121901018,EE3170,30
121801008,EE2030,27
121801008,EE2010,78
121801008,EE2170,98
121801006,EE2010,21
121801006,EE2070,46
121801006,EE3170,20
121801006,EE3050,0
121901035,EE4150,28
121801040,EE2050,39
121801010,EE3050,59
121801010,EE2140,60
121701035,EE3170,80
121701001,EE4170,28
121701001,EE2140,72
121701001,EE2010,80
121801020,EE2010,4
121801020,EE2030,43
121701043,EE2010,29
121701043,EE3010,79
121701043,EE3050,19
121801014,EE3050,42
121801014,EE2070,68
121801014,EE2050,95
121801014,EE3150,47
121701019,EE2170,55
121801047,EE4170,14
121801047,EE4150,83
121701015,EE2030,10
121701015,EE2010,65
121801006,EE3010,97
121801006,EE3150,43
121801006,EE4150,54
121801028,EE4502,12
121701040,EE4502,35
121701040,EE4150,19
121701040,EE4502,78
121901018,EE2070,78
121701028,EE4170,47
121701028,EE4110,89
121901011,EE2010,55
121901046,EE3050,7
121801044,EE2050,14
121801044,EE2010,20
121801044,EE2070,4
121701048,EE3010,95
121801007,EE2050,20
121801007,EE2010,67
121701046,EE3170,22
121701046,EE4170,52
121701016,EE2010,85
121801007,EE4110,3
121801007,EE2010,28
121801026,EE2140,20
121801026,EE4502,9
121801026,EE3170,67
121801026,EE3150,25
121801007,EE2140,86
121901005,EE2030,84
121801022,EE2010,64
121801022,EE2170,74
121801022,EE2030,46
121901053,EE2140,53
121901053,EE3170,12
121901053,EE4150,80
121901053,EE4110,83
121901033,EE2070,84
121901033,EE3050,64
121801018,EE2140,62
121801018,EE3170,15
121801018,EE4170,49
121701023,EE4502,53
121701023,EE4110,46
121701023,EE2030,37
121701023,EE2170,68
121901017,EE2140,40
121901017,EE3050,62
121701021,EE3050,14
121901032,EE4170,79
121901032,EE3170,24
121901032,EE2140,86
121901032,EE2070,11
121901042,EE2070,80
121901042,EE3150,56
121801055,EE3150,76
121801055,EE4150,83
121801055,EE2030,62
121801055,EE4150,51
121901046,EE2140,23
121701042,EE4110,21
121801012,EE2070,72
121801012,EE4170,67
121801012,EE2070,32
121801012,EE3010,95
121901047,EE3170,69
121901006,EE3050,99
121801008,EE2050,66
121801008,EE4110,41
121801008,EE4502,90
121801013,EE2070,73
121801013,EE4170,82
121801013,EE3050,57
121801013,EE4150,45
121701012,EE3170,91
121701012,EE2010,17
121701006,EE4170,12
121701006,EE2030,98
121701006,EE2010,62
121701006,EE2070,95
121801013,EE2030,74
121801013,EE4150,9
121801013,EE2010,5
121801013,EE3150,17
121701055,EE4170,100
121701055,EE3170,6
121701025,EE3010,15
121701025,EE2170,28
121701025,EE2030,97
121801004,EE4110,77
121801004,EE2170,1
121801004,EE3150,86
121801017,EE4150,88
121801031,EE2070,83
121801031,EE3150,36
121801031,EE4150,55
121801031,EE2030,29
121701047,EE4502,59
121701047,EE2070,58
121701006,EE2050,13
121701006,EE3010,36
121701006,EE2140,24
121701054,EE3010,67
121701054,EE2070,16
121901042,EE4110,82
121901042,EE3150,51
121901042,EE3010,57
121901042,EE3170,56
121701046,EE2140,29
121901002,EE4170,64
121901002,EE2010,64
