101901053,CE2050,50
101901052,CE2050,51
101901051,CE2050,91
101901050,CE2050,66
101901049,CE2050,67
101901047,CE2050,63
101901044,CE2050,19
101901043,CE2050,61
101901041,CE2050,63
101901039,CE2050,64
101901037,CE2050,61
101901036,CE2050,48
101901035,CE2050,40
101901032,CE2050,41
101901028,CE2050,80
101901027,CE2050,84
101901025,CE2050,88
101901022,CE2050,58
101901021,CE2050,43
101901020,CE2050,82
101901019,CE2050,40
101901018,CE2050,77
101901016,CE2050,13
101901015,CE2050,70
101901014,CE2050,67
101901012,CE2050,72
101901011,CE2050,32
101901007,CE2050,46
101901005,CE2050,100
101901004,CE2050,98
101901003,CE2050,51
101901001,CE2050,37
101801055,CE2050,55
101801054,CE2050,55
101801052,CE2050,97
101801051,CE2050,14
101801049,CE2050,87
101801048,CE2050,91
101801046,CE2050,83
101801045,CE2050,34
101801044,CE2050,72
101801043,CE2050,83
101801037,CE2050,22
101801034,CE2050,66
101801032,CE2050,75
101801031,CE2050,68
101801030,CE2050,83
101801029,CE2050,98
101801028,CE2050,85
101801027,CE2050,4
101801026,CE2050,78
101801025,CE2050,22
101801024,CE2050,71
101801023,CE2050,71
101801022,CE2050,78
101801020,CE2050,100
101801019,CE2050,57
101801018,CE2050,54
101801017,CE2050,63
101801016,CE2050,30
101801015,CE2050,30
101801014,CE2050,99
101801013,CE2050,47
101801012,CE2050,10
101801010,CE2050,65
101801009,CE2050,45
101801006,CE2050,100
101801005,CE2050,98
101801001,CE2050,94
101701055,CE2050,77
101701053,CE2050,69
101701052,CE2050,25
101701051,CE2050,45
101701048,CE2050,41
101701046,CE2050,61
101701041,CE2050,20
101701038,CE2050,54
101701037,CE2050,11
101701036,CE2050,60
101701034,CE2050,41
101701031,CE2050,57
101701030,CE2050,100
101701028,CE2050,53
101701021,CE2050,72
101701019,CE2050,87
101701018,CE2050,83
101701017,CE2050,14
101701015,CE2050,75
101701014,CE2050,83
101701013,CE2050,91
101701012,CE2050,79
101701010,CE2050,53
101701009,CE2050,74
101701008,CE2050,87
101701007,CE2050,0
101701006,CE2050,47
101701004,CE2050,60
101701003,CE2050,96
101701002,CE2050,59
